customer_id,txn_date,cumulative_balance,simple_growth,compound_growth
20,05/02/2020,465,100.3123,100.3128
20,06/02/2020,977,100.3288,100.3293
20,07/02/2020,977,100.3452,100.3458
20,08/02/2020,977,100.3616,100.3623
20,09/02/2020,977,100.3781,100.3788
20,10/02/2020,977,100.3945,100.3953
20,11/02/2020,977,100.411,100.4118
20,12/02/2020,977,100.4274,100.4283
20,13/02/2020,1017,100.4438,100.4448
20,14/02/2020,1017,100.4603,100.4613
20,15/02/2020,861,100.4767,100.4778
20,16/02/2020,861,100.4932,100.4943
20,17/02/2020,861,100.5096,100.5108
20,18/02/2020,861,100.526,100.5274
20,19/02/2020,861,100.5425,100.5439
20,20/02/2020,861,100.5589,100.5604
20,21/02/2020,861,100.5753,100.577
20,22/02/2020,861,100.5918,100.5935
20,23/02/2020,861,100.6082,100.61
20,24/02/2020,519,100.6247,100.6266
20,25/02/2020,519,100.6411,100.6431
20,26/02/2020,519,100.6575,100.6596
20,27/02/2020,519,100.674,100.6762
20,28/02/2020,519,100.6904,100.6927
20,29/02/2020,519,100.7068,100.7093
20,01/03/2020,519,100.7233,100.7258
20,02/03/2020,519,100.7397,100.7424
20,03/03/2020,519,100.7562,100.759
20,04/03/2020,519,100.7726,100.7755
20,05/03/2020,519,100.789,100.7921
20,06/03/2020,519,100.8055,100.8087
20,07/03/2020,519,100.8219,100.8252
20,08/03/2020,519,100.8384,100.8418
20,09/03/2020,519,100.8548,100.8584
20,10/03/2020,776,100.8712,100.875
21,12/01/2020,326,100,100
21,13/01/2020,326,100.0329,100.0329
21,14/01/2020,326,100.0493,100.0493
21,15/01/2020,-171,100.0658,100.0658
21,16/01/2020,-171,100.0822,100.0822
21,17/01/2020,-171,100.0986,100.0987
21,18/01/2020,-171,100.1151,100.1151
21,19/01/2020,-171,100.1315,100.1316
21,20/01/2020,-616,100.1479,100.148
21,21/01/2020,-616,100.1644,100.1645
21,22/01/2020,-616,100.1808,100.181
21,23/01/2020,-616,100.1973,100.1974
21,24/01/2020,-616,100.2137,100.2139
21,25/01/2020,-616,100.2301,100.2304
21,26/01/2020,-616,100.2466,100.2469
21,27/01/2020,-204,100.263,100.2633
21,28/01/2020,-204,100.2795,100.2798
21,29/01/2020,-204,100.2959,100.2963
21,30/01/2020,-204,100.3123,100.3128
21,31/01/2020,-204,100.3288,100.3293
21,01/02/2020,-204,100.3452,100.3458
21,02/02/2020,-204,100.3616,100.3623
21,03/02/2020,-204,100.3781,100.3788
21,04/02/2020,-204,100.3945,100.3953
21,05/02/2020,-204,100.411,100.4118
21,06/02/2020,-204,100.4274,100.4283
21,07/02/2020,-841,100.4438,100.4448
21,08/02/2020,-841,100.4603,100.4613
21,09/02/2020,-841,100.4767,100.4778
21,10/02/2020,-841,100.4932,100.4943
21,11/02/2020,-841,100.5096,100.5108
21,12/02/2020,-841,100.526,100.5274
21,13/02/2020,-841,100.5425,100.5439
21,14/02/2020,-841,100.5589,100.5604
21,15/02/2020,-841,100.5753,100.577
21,16/02/2020,-841,100.5918,100.5935
21,17/02/2020,-841,100.6082,100.61
21,18/02/2020,-1189,100.6247,100.6266
21,19/02/2020,-1189,100.6411,100.6431
21,20/02/2020,-1189,100.6575,100.6596
21,21/02/2020,-1189,100.674,100.6762
21,22/02/2020,-1189,100.6904,100.6927
21,23/02/2020,-1189,100.7068,100.7093
21,24/02/2020,-1189,100.7233,100.7258
21,25/02/2020,-1189,100.7397,100.7424
21,26/02/2020,-495,100.7562,100.759
21,27/02/2020,-495,100.7726,100.7755
21,28/02/2020,-764,100.789,100.7921
21,29/02/2020,-764,100.8055,100.8087
21,01/03/2020,-764,100.8219,100.8252
21,02/03/2020,-764,100.8384,100.8418
21,03/03/2020,-1397,100.8548,100.8584
21,04/03/2020,-1397,100.8712,100.875
21,05/03/2020,-1397,100.8877,100.8915
21,06/03/2020,-684,100.9041,100.9081
21,07/03/2020,-684,100.9205,100.9247
21,08/03/2020,-684,100.937,100.9413
21,09/03/2020,-684,100.9534,100.9579
21,10/03/2020,-684,100.9699,100.9745
21,11/03/2020,-684,100.9863,100.9911
21,12/03/2020,-684,101.0027,101.0077
21,13/03/2020,-684,101.0192,101.0243
21,14/03/2020,-684,101.0356,101.0409
21,15/03/2020,-684,101.0521,101.0575
21,16/03/2020,-684,101.0685,101.0741
21,17/03/2020,-581,101.0849,101.0907
21,18/03/2020,-581,101.1014,101.1074
21,19/03/2020,-581,101.1178,101.124
21,20/03/2020,-581,101.1342,101.1406
21,21/03/2020,-581,101.1507,101.1572
21,22/03/2020,-987,101.1671,101.1739
21,23/03/2020,-1476,101.1836,101.1905
21,24/03/2020,-1476,101.2,101.2071
21,25/03/2020,-1476,101.2164,101.2238
21,26/03/2020,-1476,101.2329,101.2404
21,27/03/2020,-1476,101.2493,101.257
21,28/03/2020,-1476,101.2658,101.2737
21,29/03/2020,-1476,101.2822,101.2903
21,30/03/2020,-1874,101.2986,101.307
21,31/03/2020,-1874,101.3151,101.3236
21,01/04/2020,-1874,101.3315,101.3403
21,02/04/2020,-1874,101.3479,101.357
21,03/04/2020,-2405,101.3644,101.3736
21,04/04/2020,-3253,101.3808,101.3903
22,19/01/2020,794,100,100
22,20/01/2020,794,100.0329,100.0329
22,21/01/2020,794,100.0493,100.0493
22,22/01/2020,794,100.0658,100.0658
22,23/01/2020,794,100.0822,100.0822
22,24/01/2020,794,100.0986,100.0987
22,25/01/2020,794,100.1151,100.1151
22,26/01/2020,794,100.1315,100.1316
22,27/01/2020,794,100.1479,100.148
22,28/01/2020,235,100.1644,100.1645
22,29/01/2020,235,100.1808,100.181
22,30/01/2020,235,100.1973,100.1974
22,31/01/2020,235,100.2137,100.2139
22,01/02/2020,235,100.2301,100.2304
22,02/02/2020,725,100.2466,100.2469
22,03/02/2020,725,100.263,100.2633
22,04/02/2020,181,100.2795,100.2798
22,05/02/2020,181,100.2959,100.2963
22,06/02/2020,181,100.3123,100.3128
22,07/02/2020,181,100.3288,100.3293
22,08/02/2020,181,100.3452,100.3458
22,09/02/2020,-661,100.3616,100.3623
22,10/02/2020,-661,100.3781,100.3788
22,11/02/2020,-1444,100.3945,100.3953
22,12/02/2020,-1444,100.411,100.4118
22,13/02/2020,-1444,100.4274,100.4283
22,14/02/2020,-1444,100.4438,100.4448
22,15/02/2020,-1444,100.4603,100.4613
22,16/02/2020,-1444,100.4767,100.4778
22,17/02/2020,-1444,100.4932,100.4943
22,18/02/2020,-1444,100.5096,100.5108
22,19/02/2020,-1444,100.526,100.5274
22,20/02/2020,-1444,100.5425,100.5439
22,21/02/2020,-1444,100.5589,100.5604
22,22/02/2020,-1444,100.5753,100.577
22,23/02/2020,-1444,100.5918,100.5935
22,24/02/2020,-1172,100.6082,100.61
22,25/02/2020,-1172,100.6247,100.6266
22,26/02/2020,-309,100.6411,100.6431
22,27/02/2020,-309,100.6575,100.6596
22,28/02/2020,-309,100.674,100.6762
22,29/02/2020,-1039,100.6904,100.6927
22,01/03/2020,-1039,100.7068,100.7093
22,02/03/2020,-1039,100.7233,100.7258
22,03/03/2020,-1039,100.7397,100.7424
22,04/03/2020,-1039,100.7562,100.759
22,05/03/2020,-507,100.7726,100.7755
22,06/03/2020,-507,100.789,100.7921
22,07/03/2020,-507,100.8055,100.8087
22,08/03/2020,-507,100.8219,100.8252
22,09/03/2020,-507,100.8384,100.8418
22,10/03/2020,-507,100.8548,100.8584
22,11/03/2020,-507,100.8712,100.875
22,12/03/2020,-507,100.8877,100.8915
22,13/03/2020,-507,100.9041,100.9081
22,14/03/2020,-507,100.9205,100.9247
22,15/03/2020,-507,100.937,100.9413
22,16/03/2020,358,100.9534,100.9579
22,17/03/2020,-12,100.9699,100.9745
22,18/03/2020,-12,100.9863,100.9911
22,19/03/2020,-12,101.0027,101.0077
22,20/03/2020,-12,101.0192,101.0243
22,21/03/2020,-12,101.0356,101.0409
22,22/03/2020,-12,101.0521,101.0575
22,23/03/2020,-12,101.0685,101.0741
22,24/03/2020,-12,101.0849,101.0907
22,25/03/2020,-12,101.1014,101.1074
22,26/03/2020,-12,101.1178,101.124
22,27/03/2020,-406,101.1342,101.1406
22,28/03/2020,-406,101.1507,101.1572
22,29/03/2020,395,101.1671,101.1739
22,30/03/2020,-149,101.1836,101.1905
22,31/03/2020,-149,101.2,101.2071
22,01/04/2020,-149,101.2164,101.2238
22,02/04/2020,-149,101.2329,101.2404
22,03/04/2020,-149,101.2493,101.257
22,04/04/2020,-149,101.2658,101.2737
22,05/04/2020,-229,101.2822,101.2903
22,06/04/2020,-229,101.2986,101.307
22,07/04/2020,-229,101.3151,101.3236
22,08/04/2020,-229,101.3315,101.3403
22,09/04/2020,499,101.3479,101.357
22,10/04/2020,499,101.3644,101.3736
22,11/04/2020,499,101.3808,101.3903
22,12/04/2020,499,101.3973,101.407
22,13/04/2020,499,101.4137,101.4236
22,14/04/2020,-376,101.4301,101.4403
22,15/04/2020,-376,101.4466,101.457
22,16/04/2020,-376,101.463,101.4736
22,17/04/2020,-1358,101.4795,101.4903
23,21/01/2020,334,100,100
23,22/01/2020,94,100.0329,100.0329
23,23/01/2020,94,100.0493,100.0493
23,24/01/2020,94,100.0658,100.0658
23,25/01/2020,94,100.0822,100.0822
23,26/01/2020,94,100.0986,100.0987
23,27/01/2020,94,100.1151,100.1151
23,28/01/2020,94,100.1315,100.1316
23,29/01/2020,94,100.1479,100.148
23,30/01/2020,94,100.1644,100.1645
23,31/01/2020,94,100.1808,100.181
23,01/02/2020,94,100.1973,100.1974
23,02/02/2020,94,100.2137,100.2139
23,03/02/2020,94,100.2301,100.2304
23,04/02/2020,94,100.2466,100.2469
23,05/02/2020,94,100.263,100.2633
23,06/02/2020,94,100.2795,100.2798
23,07/02/2020,94,100.2959,100.2963
23,08/02/2020,94,100.3123,100.3128
23,09/02/2020,94,100.3288,100.3293
23,10/02/2020,94,100.3452,100.3458
23,11/02/2020,94,100.3616,100.3623
23,12/02/2020,-314,100.3781,100.3788
23,13/02/2020,-314,100.3945,100.3953
23,14/02/2020,-314,100.411,100.4118
23,15/02/2020,-314,100.4274,100.4283
23,16/02/2020,-314,100.4438,100.4448
23,17/02/2020,-314,100.4603,100.4613
23,18/02/2020,-314,100.4767,100.4778
23,19/02/2020,-314,100.4932,100.4943
23,20/02/2020,-314,100.5096,100.5108
23,21/02/2020,-314,100.526,100.5274
23,22/02/2020,-314,100.5425,100.5439
23,23/02/2020,-314,100.5589,100.5604
23,24/02/2020,-314,100.5753,100.577
23,25/02/2020,-314,100.5918,100.5935
23,26/02/2020,-314,100.6082,100.61
23,27/02/2020,-314,100.6247,100.6266
23,28/02/2020,-314,100.6411,100.6431
23,29/02/2020,-314,100.6575,100.6596
23,01/03/2020,-314,100.674,100.6762
23,02/03/2020,-314,100.6904,100.6927
23,03/03/2020,-314,100.7068,100.7093
23,04/03/2020,-314,100.7233,100.7258
23,05/03/2020,-314,100.7397,100.7424
23,06/03/2020,-314,100.7562,100.759
23,07/03/2020,-314,100.7726,100.7755
23,08/03/2020,520,100.789,100.7921
23,09/03/2020,520,100.8055,100.8087
23,10/03/2020,520,100.8219,100.8252
23,11/03/2020,520,100.8384,100.8418
23,12/03/2020,520,100.8548,100.8584
23,13/03/2020,520,100.8712,100.875
23,14/03/2020,520,100.8877,100.8915
23,15/03/2020,520,100.9041,100.9081
23,16/03/2020,520,100.9205,100.9247
23,17/03/2020,520,100.937,100.9413
23,18/03/2020,520,100.9534,100.9579
23,19/03/2020,520,100.9699,100.9745
23,20/03/2020,520,100.9863,100.9911
23,21/03/2020,520,101.0027,101.0077
23,22/03/2020,520,101.0192,101.0243
23,23/03/2020,520,101.0356,101.0409
23,24/03/2020,520,101.0521,101.0575
23,25/03/2020,520,101.0685,101.0741
23,26/03/2020,520,101.0849,101.0907
23,27/03/2020,520,101.1014,101.1074
23,28/03/2020,520,101.1178,101.124
23,29/03/2020,520,101.1342,101.1406
23,30/03/2020,520,101.1507,101.1572
23,31/03/2020,-156,101.1671,101.1739
23,01/04/2020,-156,101.1836,101.1905
23,02/04/2020,-156,101.2,101.2071
23,03/04/2020,-156,101.2164,101.2238
23,04/04/2020,-156,101.2329,101.2404
23,05/04/2020,-156,101.2493,101.257
23,06/04/2020,-156,101.2658,101.2737
23,07/04/2020,-156,101.2822,101.2903
23,08/04/2020,-678,101.2986,101.307
24,26/01/2020,615,100,100
24,27/01/2020,615,100.0329,100.0329
24,28/01/2020,615,100.0493,100.0493
24,29/01/2020,615,100.0658,100.0658
24,30/01/2020,615,100.0822,100.0822
24,31/01/2020,615,100.0986,100.0987
24,01/02/2020,615,100.1151,100.1151
24,02/02/2020,615,100.1315,100.1316
24,03/02/2020,615,100.1479,100.148
24,04/02/2020,615,100.1644,100.1645
24,05/02/2020,615,100.1808,100.181
24,06/02/2020,615,100.1973,100.1974
24,07/02/2020,110,100.2137,100.2139
24,08/02/2020,110,100.2301,100.2304
24,09/02/2020,-39,100.2466,100.2469
24,10/02/2020,-39,100.263,100.2633
24,11/02/2020,-39,100.2795,100.2798
24,12/02/2020,183,100.2959,100.2963
24,13/02/2020,183,100.3123,100.3128
24,14/02/2020,183,100.3288,100.3293
24,15/02/2020,183,100.3452,100.3458
24,16/02/2020,183,100.3616,100.3623
24,17/02/2020,458,100.3781,100.3788
24,18/02/2020,458,100.3945,100.3953
24,19/02/2020,458,100.411,100.4118
24,20/02/2020,458,100.4274,100.4283
24,21/02/2020,458,100.4438,100.4448
24,22/02/2020,458,100.4603,100.4613
24,23/02/2020,458,100.4767,100.4778
24,24/02/2020,458,100.4932,100.4943
24,25/02/2020,458,100.5096,100.5108
24,26/02/2020,458,100.526,100.5274
24,27/02/2020,458,100.5425,100.5439
24,28/02/2020,458,100.5589,100.5604
24,29/02/2020,813,100.5753,100.577
24,01/03/2020,813,100.5918,100.5935
24,02/03/2020,813,100.6082,100.61
24,03/03/2020,813,100.6247,100.6266
24,04/03/2020,813,100.6411,100.6431
24,05/03/2020,813,100.6575,100.6596
24,06/03/2020,524,100.674,100.6762
24,07/03/2020,524,100.6904,100.6927
24,08/03/2020,524,100.7068,100.7093
24,09/03/2020,254,100.7233,100.7258
25,28/01/2020,174,100,100
25,29/01/2020,174,100.0329,100.0329
25,30/01/2020,174,100.0493,100.0493
25,31/01/2020,174,100.0658,100.0658
25,01/02/2020,174,100.0822,100.0822
25,02/02/2020,174,100.0986,100.0987
25,03/02/2020,174,100.1151,100.1151
25,04/02/2020,174,100.1315,100.1316
25,05/02/2020,174,100.1479,100.148
25,06/02/2020,174,100.1644,100.1645
25,07/02/2020,174,100.1808,100.181
25,08/02/2020,433,100.1973,100.1974
25,09/02/2020,433,100.2137,100.2139
25,10/02/2020,433,100.2301,100.2304
25,11/02/2020,433,100.2466,100.2469
25,12/02/2020,433,100.263,100.2633
25,13/02/2020,-400,100.2795,100.2798
25,14/02/2020,-400,100.2959,100.2963
25,15/02/2020,-400,100.3123,100.3128
25,16/02/2020,-400,100.3288,100.3293
25,17/02/2020,-400,100.3452,100.3458
25,18/02/2020,-400,100.3616,100.3623
25,19/02/2020,-400,100.3781,100.3788
25,20/02/2020,-400,100.3945,100.3953
25,21/02/2020,-400,100.411,100.4118
25,22/02/2020,-400,100.4274,100.4283
25,23/02/2020,-400,100.4438,100.4448
25,24/02/2020,-400,100.4603,100.4613
25,25/02/2020,-400,100.4767,100.4778
25,26/02/2020,-400,100.4932,100.4943
25,27/02/2020,-400,100.5096,100.5108
25,28/02/2020,-400,100.526,100.5274
25,29/02/2020,-400,100.5425,100.5439
25,01/03/2020,-400,100.5589,100.5604
25,02/03/2020,-400,100.5753,100.577
25,03/03/2020,-400,100.5918,100.5935
25,04/03/2020,-400,100.6082,100.61
25,05/03/2020,30,100.6247,100.6266
25,06/03/2020,30,100.6411,100.6431
25,07/03/2020,30,100.6575,100.6596
25,08/03/2020,30,100.674,100.6762
25,09/03/2020,-93,100.6904,100.6927
25,10/03/2020,-93,100.7068,100.7093
25,11/03/2020,-93,100.7233,100.7258
25,12/03/2020,-93,100.7397,100.7424
25,13/03/2020,-93,100.7562,100.759
25,14/03/2020,-93,100.7726,100.7755
25,15/03/2020,-93,100.789,100.7921
25,16/03/2020,-93,100.8055,100.8087
25,17/03/2020,-93,100.8219,100.8252
25,18/03/2020,-722,100.8384,100.8418
25,19/03/2020,-537,100.8548,100.8584
25,20/03/2020,-537,100.8712,100.875
25,21/03/2020,-1220,100.8877,100.8915
25,22/03/2020,-1220,100.9041,100.9081
25,23/03/2020,-1220,100.9205,100.9247
25,24/03/2020,-1220,100.937,100.9413
25,25/03/2020,-1220,100.9534,100.9579
25,26/03/2020,-1220,100.9699,100.9745
25,27/03/2020,-1220,100.9863,100.9911
25,28/03/2020,-1220,101.0027,101.0077
25,29/03/2020,-1220,101.0192,101.0243
25,30/03/2020,-1220,101.0356,101.0409
25,31/03/2020,-1220,101.0521,101.0575
25,01/04/2020,-1220,101.0685,101.0741
25,02/04/2020,-1220,101.0849,101.0907
25,03/04/2020,-1220,101.1014,101.1074
25,04/04/2020,-1220,101.1178,101.124
25,05/04/2020,-1220,101.1342,101.1406
25,06/04/2020,-1220,101.1507,101.1572
25,07/04/2020,-1220,101.1671,101.1739
25,08/04/2020,-1220,101.1836,101.1905
25,09/04/2020,-451,101.2,101.2071
25,10/04/2020,-451,101.2164,101.2238
25,11/04/2020,-451,101.2329,101.2404
25,12/04/2020,-451,101.2493,101.257
25,13/04/2020,-451,101.2658,101.2737
25,14/04/2020,-451,101.2822,101.2903
25,15/04/2020,-451,101.2986,101.307
25,16/04/2020,-451,101.3151,101.3236
25,17/04/2020,-19,101.3315,101.3403
25,18/04/2020,-19,101.3479,101.357
25,19/04/2020,-19,101.3644,101.3736
25,20/04/2020,-19,101.3808,101.3903
25,21/04/2020,-19,101.3973,101.407
25,22/04/2020,-19,101.4137,101.4236
25,23/04/2020,-19,101.4301,101.4403
25,24/04/2020,-304,101.4466,101.457
26,17/01/2020,878,100,100
26,18/01/2020,878,100.0329,100.0329
26,19/01/2020,878,100.0493,100.0493
26,20/01/2020,878,100.0658,100.0658
26,21/01/2020,878,100.0822,100.0822
26,22/01/2020,878,100.0986,100.0987
26,23/01/2020,878,100.1151,100.1151
26,24/01/2020,878,100.1315,100.1316
26,25/01/2020,878,100.1479,100.148
26,26/01/2020,638,100.1644,100.1645
26,27/01/2020,638,100.1808,100.181
26,28/01/2020,638,100.1973,100.1974
26,29/01/2020,638,100.2137,100.2139
26,30/01/2020,638,100.2301,100.2304
26,31/01/2020,638,100.2466,100.2469
26,01/02/2020,638,100.263,100.2633
26,02/02/2020,638,100.2795,100.2798
26,03/02/2020,638,100.2959,100.2963
26,04/02/2020,638,100.3123,100.3128
26,05/02/2020,638,100.3288,100.3293
26,06/02/2020,286,100.3452,100.3458
26,07/02/2020,286,100.3616,100.3623
26,08/02/2020,286,100.3781,100.3788
26,09/02/2020,286,100.3945,100.3953
26,10/02/2020,286,100.411,100.4118
26,11/02/2020,286,100.4274,100.4283
26,12/02/2020,286,100.4438,100.4448
26,13/02/2020,286,100.4603,100.4613
26,14/02/2020,286,100.4767,100.4778
26,15/02/2020,286,100.4932,100.4943
26,16/02/2020,286,100.5096,100.5108
26,17/02/2020,286,100.526,100.5274
26,18/02/2020,286,100.5425,100.5439
26,19/02/2020,286,100.5589,100.5604
26,20/02/2020,286,100.5753,100.577
26,21/02/2020,286,100.5918,100.5935
26,22/02/2020,286,100.6082,100.61
26,23/02/2020,286,100.6247,100.6266
26,24/02/2020,286,100.6411,100.6431
26,25/02/2020,286,100.6575,100.6596
26,26/02/2020,286,100.674,100.6762
26,27/02/2020,-31,100.6904,100.6927
26,28/02/2020,-31,100.7068,100.7093
26,29/02/2020,-31,100.7233,100.7258
26,01/03/2020,-31,100.7397,100.7424
26,02/03/2020,-31,100.7562,100.759
26,03/03/2020,-31,100.7726,100.7755
26,04/03/2020,-31,100.789,100.7921
26,05/03/2020,-31,100.8055,100.8087
26,06/03/2020,161,100.8219,100.8252
26,07/03/2020,161,100.8384,100.8418
26,08/03/2020,161,100.8548,100.8584
26,09/03/2020,161,100.8712,100.875
26,10/03/2020,-220,100.8877,100.8915
26,11/03/2020,-657,100.9041,100.9081
26,12/03/2020,-657,100.9205,100.9247
26,13/03/2020,-622,100.937,100.9413
26,14/03/2020,-622,100.9534,100.9579
26,15/03/2020,-622,100.9699,100.9745
26,16/03/2020,-622,100.9863,100.9911
26,17/03/2020,-622,101.0027,101.0077
26,18/03/2020,-622,101.0192,101.0243
26,19/03/2020,-622,101.0356,101.0409
26,20/03/2020,-622,101.0521,101.0575
26,21/03/2020,-622,101.0685,101.0741
26,22/03/2020,-622,101.0849,101.0907
26,23/03/2020,-622,101.1014,101.1074
26,24/03/2020,-622,101.1178,101.124
26,25/03/2020,-622,101.1342,101.1406
26,26/03/2020,-622,101.1507,101.1572
26,27/03/2020,-622,101.1671,101.1739
26,28/03/2020,-622,101.1836,101.1905
26,29/03/2020,-622,101.2,101.2071
26,30/03/2020,-622,101.2164,101.2238
26,31/03/2020,-622,101.2329,101.2404
26,01/04/2020,-622,101.2493,101.257
26,02/04/2020,-622,101.2658,101.2737
26,03/04/2020,-622,101.2822,101.2903
26,04/04/2020,-1078,101.2986,101.307
26,05/04/2020,-1078,101.3151,101.3236
26,06/04/2020,-1078,101.3315,101.3403
26,07/04/2020,-1078,101.3479,101.357
26,08/04/2020,-1078,101.3644,101.3736
26,09/04/2020,-1078,101.3808,101.3903
26,10/04/2020,-1078,101.3973,101.407
26,11/04/2020,-1078,101.4137,101.4236
26,12/04/2020,-1078,101.4301,101.4403
26,13/04/2020,-1870,101.4466,101.457
27,01/01/2020,809,100,100
27,02/01/2020,205,100.0329,100.0329
27,03/01/2020,205,100.0493,100.0493
27,04/01/2020,205,100.0658,100.0658
27,05/01/2020,366,100.0822,100.0822
27,06/01/2020,366,100.0986,100.0987
27,07/01/2020,366,100.1151,100.1151
27,08/01/2020,500,100.1315,100.1316
27,09/01/2020,500,100.1479,100.148
27,10/01/2020,500,100.1644,100.1645
27,11/01/2020,500,100.1808,100.181
27,12/01/2020,500,100.1973,100.1974
27,13/01/2020,500,100.2137,100.2139
27,14/01/2020,500,100.2301,100.2304
27,15/01/2020,500,100.2466,100.2469
27,16/01/2020,237,100.263,100.2633
27,17/01/2020,237,100.2795,100.2798
27,18/01/2020,237,100.2959,100.2963
27,19/01/2020,237,100.3123,100.3128
27,20/01/2020,237,100.3288,100.3293
27,21/01/2020,-606,100.3452,100.3458
27,22/01/2020,-606,100.3616,100.3623
27,23/01/2020,-606,100.3781,100.3788
27,24/01/2020,-606,100.3945,100.3953
27,25/01/2020,-1189,100.411,100.4118
27,26/01/2020,-1189,100.4274,100.4283
27,27/01/2020,-1189,100.4438,100.4448
27,28/01/2020,-1189,100.4603,100.4613
27,29/01/2020,-1189,100.4767,100.4778
27,30/01/2020,-1189,100.4932,100.4943
27,31/01/2020,-1189,100.5096,100.5108
27,01/02/2020,-1189,100.526,100.5274
27,02/02/2020,-1855,100.5425,100.5439
27,03/02/2020,-1855,100.5589,100.5604
27,04/02/2020,-1855,100.5753,100.577
27,05/02/2020,-1855,100.5918,100.5935
27,06/02/2020,-1855,100.6082,100.61
27,07/02/2020,-1121,100.6247,100.6266
27,08/02/2020,-1121,100.6411,100.6431
27,09/02/2020,-1121,100.6575,100.6596
27,10/02/2020,-1121,100.674,100.6762
27,11/02/2020,-1121,100.6904,100.6927
27,12/02/2020,-1121,100.7068,100.7093
27,13/02/2020,-1121,100.7233,100.7258
27,14/02/2020,-1811,100.7397,100.7424
27,15/02/2020,-1811,100.7562,100.759
27,16/02/2020,-2316,100.7726,100.7755
27,17/02/2020,-2316,100.789,100.7921
27,18/02/2020,-2316,100.8055,100.8087
27,19/02/2020,-2316,100.8219,100.8252
27,20/02/2020,-2316,100.8384,100.8418
27,21/02/2020,-2316,100.8548,100.8584
27,22/02/2020,-2316,100.8712,100.875
27,23/02/2020,-2316,100.8877,100.8915
27,24/02/2020,-2316,100.9041,100.9081
27,25/02/2020,-1624,100.9205,100.9247
27,26/02/2020,-1624,100.937,100.9413
27,27/02/2020,-1624,100.9534,100.9579
27,28/02/2020,-713,100.9699,100.9745
27,29/02/2020,-713,100.9863,100.9911
27,01/03/2020,-713,101.0027,101.0077
27,02/03/2020,-713,101.0192,101.0243
27,03/03/2020,-1482,101.0356,101.0409
27,04/03/2020,-1482,101.0521,101.0575
27,05/03/2020,-1482,101.0685,101.0741
27,06/03/2020,-1482,101.0849,101.0907
27,07/03/2020,-1482,101.1014,101.1074
27,08/03/2020,-1482,101.1178,101.124
27,09/03/2020,-1482,101.1342,101.1406
27,10/03/2020,-1482,101.1507,101.1572
27,11/03/2020,-2474,101.1671,101.1739
27,12/03/2020,-2649,101.1836,101.1905
27,13/03/2020,-2578,101.2,101.2071
27,14/03/2020,-3068,101.2164,101.2238
27,15/03/2020,-3068,101.2329,101.2404
27,16/03/2020,-2547,101.2493,101.257
27,17/03/2020,-2547,101.2658,101.2737
27,18/03/2020,-2547,101.2822,101.2903
27,19/03/2020,-2547,101.2986,101.307
27,20/03/2020,-2547,101.3151,101.3236
27,21/03/2020,-2547,101.3315,101.3403
27,22/03/2020,-2547,101.3479,101.357
27,23/03/2020,-2547,101.3644,101.3736
27,24/03/2020,-2547,101.3808,101.3903
27,25/03/2020,-3116,101.3973,101.407
28,20/01/2020,451,100,100
28,21/01/2020,451,100.0329,100.0329
28,22/01/2020,451,100.0493,100.0493
28,23/01/2020,451,100.0658,100.0658
28,24/01/2020,451,100.0822,100.0822
28,25/01/2020,451,100.0986,100.0987
28,26/01/2020,451,100.1151,100.1151
28,27/01/2020,451,100.1315,100.1316
28,28/01/2020,451,100.1479,100.148
28,29/01/2020,451,100.1644,100.1645
28,30/01/2020,451,100.1808,100.181
28,31/01/2020,451,100.1973,100.1974
28,01/02/2020,451,100.2137,100.2139
28,02/02/2020,64,100.2301,100.2304
28,03/02/2020,64,100.2466,100.2469
28,04/02/2020,64,100.263,100.2633
28,05/02/2020,64,100.2795,100.2798
28,06/02/2020,64,100.2959,100.2963
28,07/02/2020,64,100.3123,100.3128
28,08/02/2020,64,100.3288,100.3293
28,09/02/2020,64,100.3452,100.3458
28,10/02/2020,64,100.3616,100.3623
28,11/02/2020,64,100.3781,100.3788
28,12/02/2020,-818,100.3945,100.3953
28,13/02/2020,-818,100.411,100.4118
28,14/02/2020,-818,100.4274,100.4283
28,15/02/2020,-818,100.4438,100.4448
28,16/02/2020,-818,100.4603,100.4613
28,17/02/2020,-818,100.4767,100.4778
28,18/02/2020,-818,100.4932,100.4943
28,19/02/2020,-818,100.5096,100.5108
28,20/02/2020,-818,100.526,100.5274
28,21/02/2020,-818,100.5425,100.5439
28,22/02/2020,-818,100.5589,100.5604
28,23/02/2020,-818,100.5753,100.577
28,24/02/2020,-818,100.5918,100.5935
28,25/02/2020,-818,100.6082,100.61
28,26/02/2020,-818,100.6247,100.6266
28,27/02/2020,-818,100.6411,100.6431
28,28/02/2020,-818,100.6575,100.6596
28,29/02/2020,-818,100.674,100.6762
28,01/03/2020,-818,100.6904,100.6927
28,02/03/2020,-818,100.7068,100.7093
28,03/03/2020,-818,100.7233,100.7258
28,04/03/2020,-818,100.7397,100.7424
28,05/03/2020,-818,100.7562,100.759
28,06/03/2020,-818,100.7726,100.7755
28,07/03/2020,-818,100.789,100.7921
28,08/03/2020,-818,100.8055,100.8087
28,09/03/2020,-818,100.8219,100.8252
28,10/03/2020,-818,100.8384,100.8418
28,11/03/2020,-818,100.8548,100.8584
28,12/03/2020,-818,100.8712,100.875
28,13/03/2020,-818,100.8877,100.8915
28,14/03/2020,-818,100.9041,100.9081
28,15/03/2020,-818,100.9205,100.9247
